3209,DEF,tangvagniuq,he says that he (himself) is watching,
3210,POST,pinir-,to be strong,
3211,DEF,pinirniuq,he says that he (himself) is strong,
3212,DEF,"2) Embedded verb considered intransitive; derived verb used with a transitive ending; in this case, the subject of the derived verb",claims,‘to 
3213,DEF,tangvagnia,he says that he (another) is watching,
3214,POST,pinir-,to be strong,
3215,DEF,pinirnia,he says that he (another) is strong,
3216,DEF,3) Embedded verb considered transitive; derived verb used with an intransitive ending; in this case the subject of the derived verb,claims,‘to 
3217,DEF,tangvagniuq,he says that someone is watching him,speaker) 
3218,POST,alike-,to fear,
3219,DEF,alikniuq,he says that someone fears him,speaker) 
3220,DEF,4) Embedded verb considered transitive; derived verb used with a transitive ending. In this case the subject of the derived verb,claims,‘to 
3221,DEF,tangvagnia,he says that someone is watching him,(another) 
3222,POST,alike-,to fear,
3223,DEF,aliknia,he says that someone fears him,the 
3227,POST,@~+nialke- to consider object to be unpleasant to V or to be an unpleasant N # < -niate-ke3pi-,"to do, to be",
3228,DEF,pinialkaa,he doesn’t find it good,
3229,DEF,Neqnialkengraatki-llu nerevkalaasqelliki.,Even though they found it unappetizing — unpleasant to eat — they told them to let them eat them.,1995:50) 
3230,DEF,"@~+niar- to V in the future; so that subject may V # used if it is not certain how or whether the future act will occur, e.g. if its occurrence depends on the listener acting, in which case a verb formed with this postbase is used with an indicative ending in a sentence having another verb in the optative mood (cf. –yuar-); > -niarar-; < PE pb. ni(C)a3Ikayurnga egmian taqiutniartua.","Help me so that I can finish right away.’Kumlangvailgan ’suupaq ’ampi ’ipuggu ’nerniaraput. Before ’the ’soup ’gets ’cold, ’hurry ’up ’and ’dish ’it ’out ’so ’that ’we ’may ’eat it.’Upyusgu ’ayagniartuq. Get ’him ’ready ’so ’that ’he ’may go.’Atataarqu ’nerciqukut ’maantauraa ’nerniartuten. We ’shall ’eat ’in ’a ’while; ’stay ’here ’so ’that ’you ’can ’eat too.’Qaku-kiq ’aatavut ’tekitniarta? I ’wonder ’when ’our ’father ’will arrive?’Camek-kiq ’nerniarceta? What, ’I ’wonder, ’will ’we eat?’Ellalliqan ’uterrniartua. lf ’it ’rains, ’I ’will ’plan ’to ’come home.’Nengllingkan ’atam ’ta¥gaam ’mingqengniartua. Only ’at ’the ’onset ’of ’cold ’weather ’will ’I ’begin sewing.’Atam ’ta¥gaam ’nenglikan ’nerniaraput. Only ’when ’it ’cools ’down ’will ’we ’eat it.",‘to 
3231,DEF,nerniarartuq,he will eat soon,eat’) 
3232,DEF,Neqairutniarartukut.,We will soon be completely out of food.’Tauna ’tan’gaurluq ’neqsuryaurrniarartuq; ’allamiku ’ayagnirciqngatuq. That ’boy ’is ’ready ’to ’start ,-nir(qe)-ateneqae 
3233,DEF,neqniatuq,"it is distasteful, unappetizing",
3234,DEF,Assiilkengraitki elitnaurluki nerlallerkaitnek neqnialengraata neqet.,"They are taught to eat certain things, even if they don’t like them, and even if they are unappetizing — taste bad to them.",-niite-ke3yuk 
3235,DEF,yugniilkaa,he considers her an unpleasant person,
3236,POST,nere-,to eat,
3237,DEF,nerniilkaa,he considers it bad to eat,
3238,POST,@~+niite- to be unpleasant to V; to be an unpleasant N # takes intransitive endings only; this postbase is the negative of -nirqe-; < -nir(qe)-ite-; > -niilkenare-,to smell,
3239,DEF,narniituq,"it doesn’t smell good, is unpleasant to smell",
3240,POST,nere-,to eat,
3241,DEF,nerniituq,"it doesn’t taste good, is unpleasant to eat",
3245,POST,niite-,to hear,
3246,DEF,niitniituq,it is unpleasant to listen to,
3247,POST,atur-,to use,
3248,DEF,aturniituq,it is not good to use,
3249,DEF,yuk,person,
3250,DEF,yugniituq,he is an unpleasant person,
3251,DEF,ila,companion,
3252,DEF,ilaniituq,he is a poor companion,
3253,POST,"Also, with deletion of final consonant: tangerr-","to see’tangniituq it ’is ’unpleasant ’to see’Kegginaa ’tua ’qiuk’acagarluni ’tua-i ’tangniinani ’kegginaa ’qiuluni! His ’face ’was ’very ’blue, ’unsightly ",-nir(qe)-ke3yuk 
3254,DEF,yugnikaa,he considers her a pleasant person,
3255,DEF,aipaq,companion,
3256,DEF,aiparnikaa,he considers him a good companion,
3257,POST,nere-,to eat,
3258,DEF,nernikaa,he considers it pleasant to eat,
3259,POST,"Also, with deletion of final consonant: tangerr-",to see,
3260,DEF,tangnikaa,he finds it very pleasant to look at,
3261,DEF,"~+ninarqe-, ~+nilarqe- (NUN, NSU form) to smell or taste like N # takes intransitive endings only; < -niq2narqe-; > cigninarqe-, -pagninarqearinaq",rotten thing,
3262,DEF,arinarninarquq,it smells rotten,
3263,DEF,"taryuq, tarsuq (NSU form)",salt,
3264,DEF,"taryurninarquq, taryurnilarquq (NUN form), tarsurnilarquq (NSU form)",it is salty,
3265,DEF,saarralaq,sugar,
3266,DEF,saarralarninarquq,it is sweet,
3267,DEF,anaq,feces,
3268,DEF,anarninarquq,it smells like feces,
3269,DEF,"teq’uq, etquq (NUN form)",urine,
3270,DEF,"teq’urninarquq, teq’urnilarquq (NSU form), etqurnilarquq (NUN form)",it smells of urine,
3271,DEF,Ta¥gaam taryuq taryurninairuskan ca taryurciqau?,But if the salt loses its saltiness — taste of salt — what will it salt?,kiak 
3272,DEF,kiagnirnek,since some time in the summer,
3273,DEF,uksuq,winter,
3274,DEF,uksurnirnek,since some time in the winter,
3275,DEF,akwaugaq,yesterday,
3276,DEF,akwaugarnirnek,since yesterday,
3277,DEF,allami,last year,
3278,DEF,allamirnirnek,since last year,
3279,DEF,yaaliag(ni),two days ago,
3280,DEF,yaaliagnirnek,since two days ago,
3281,DEF,Pekyun,Monday,
3282,DEF,Pekyutnirnek,since Monday,
3283,DEF,unuk,night,
3284,DEF,unugnirnek,since some time in the night,
3286,DEF,Postbases waken,"from here, from now",
3287,DEF,wak’nirnek,"from now on, henceforth",
3288,DEF,tuaken,"from there, from that time",
3289,DEF,tuakenirnek,from then on,
3291,DEF,"+niq2 the smell of N # > -ninarqe-, -nitekuuvviaq",coffee,‘to 
3292,DEF,nernirquq,"it tastes good, is pleasant to eat",
3293,POST,nare-,to smell,
3294,DEF,narnirquq,"it smells good, is pleasant to smell",
3295,DEF,yuk,person,
3296,DEF,yugnirquq,he is a good person,
3297,DEF,ila,companion,
3298,DEF,ilanirquq,he is a good companion,
3299,DEF,aipaq,companion,
3300,DEF,aiparnirquq,he is a good companion,
3301,DEF,nuna,"land, place",
3302,DEF,nunanirquq,"it is pleasant, joyous",(lexicalized) 
3303,POST,"Also, with deletion of final consonant: tangerr-",to see,
3304,DEF,tangnirquq,it is pleasant to look at,
3305,DEF,"+nite- to smell or taste like N # HBC; takes intransitive endings only; < -niq2-?-; > -cugnite-, -pagniteneqerrluk",dried fish,
3306,DEF,neqerrlugnituq,it tastes like dried fish,
3307,DEF,?niur- to endure the difficulty involved with V-ing or with N # non-productive; takes intransitive endings only; < -neq2-liurakngir- (root),pain,
3308,DEF,akngirniurtuq,he is physically pained,
3309,DEF,umyuaq,mind,
3310,DEF,umyuarniurtuq,"he regrets it, is worried",
3311,POST,alinge-,to fear,
3312,DEF,alingniurtuq,he is apprehensive,
3313,DEF,neka- (root),emotionally hurt,
3314,DEF,nekaniurtuq,he feels hurt inside,
3315,DEF,alia- (root),loneliness,
3316,DEF,alianiurtuq,he is lonesome,
3317,POST,qessa-,to be disinclined to act,
3318,DEF,qessaniurtuq,he’s acting unwillingly,
3319,DEF,":(e)nkut (plural), :(e)nkuk (dual) N and family; N and companion # used primarily with personal names (or animal characters in stories); if the",companion,hero) 
3320,DEF,Apanuugpiinkuk Pangalgalria-llu,Apanuugpak and Pangalgalria,
3321,DEF,Nuk’ankut ayagtut.,Nuk’aq and his family have left.’Nuk’ankuk ’arnaq-llu ’aturaak ’angyaq. Nuk’aq ’and ’the ’woman ,the 
3325,DEF,Tua-ll’-am taqukaruunkuk qanganarrluar-llu ingulayutaciigutqatalriik.,And so the old bear and the old squirrel were about to have a dance contest.,‘to 
3326,DEF,kinenqegcaartuq,it is completely dried,
3327,POST,mecungte-,to soak,
3328,DEF,mecungtenqegcaararaa,it is thoroughly wet,
3329,POST,qaner-,to talk,
3330,DEF,qanenqegcaarauguq,he enunciates clearly,
3331,POST,pair-,to lick,
3332,DEF,painqegcaararaa,he licked it clean,
3333,POST,"?nqegg- to be good with respect to V-ing; to be exactly N # non-productive; > yunqegg-, -nqegcaar(aq*) uive-","to revolve, to go around",
3334,DEF,uivenqegtuq,it is round’; uivenqellria a circle,
3335,POST,akag-,to roll,
3336,DEF,akagenqegtuq,it is round or spherical,
3337,DEF,yaassiik,box,
3338,DEF,yaassiigenqegtuq,it is square,
3339,DEF,yaaltaq,yard,(length) 
3340,DEF,yaaltanqegtuq,it is exactly a yard,
3341,DEF,uver- (root),leaning,
3342,DEF,uvenqegtuq,it is steeply sloped’; it is at a sharp angle,
3343,POST,ilaliur-,to interact,
3344,DEF,ilaliunqegtuq,he is sociable with people,
3345,POST,–nqigte- to V again # > -linqigte-; < PE pb. nqi! tuntute-,to catch caribou,
3346,DEF,tuntutenqigtuq,he caught caribou again,
3347,POST,kuimar-,to swim,
3348,DEF,kuimanqiggluni,swimming again,
3349,DEF,Kumartenqigtengnaqciqaqa.,"I shall try to light it again.’Ce÷irtenqigeskumken ’taiciiqaqa. If ’I ’visit ’you ’again, ’I’ll ’bring ’it over.",
3353,DEF,–nqurraq* the one(s) most V # often functions as an appositive rather than a selectional base (cf. –neq3); < -neq3quq-rraq Irniaqa angenqurraq qavartuq.,"My biggest child is sleeping,",‘to 
3354,DEF,naunraq,plant’; cloudberry,meaning) 
3355,DEF,imarpik,ocean,
3356,DEF,imarpinraq,ocean whitefish,
3357,POST,iir-,to hide,
3358,DEF,iinraq,evil spirit,
3360,DEF,canraq,wild celery,
3362,DEF,tuunraq,shaman’s familiar spirit,
3364,DEF,paunraq,crowberry,
3365,POST,"?, cf. qetute-",to be soft,
3366,DEF,qetunraq,son’; child,meaning) 
3367,POST,"–nrice÷ar- to not V (having changed one’s mind or decided not to) # K, BB; < -nrite-?nere-",to eat,
3368,DEF,nerenrice÷artuq,"he isn’t eating, having decided not to",
3369,POST,–nrilkurte- to keep oneself from V-ing; to try not to V # < -nrite-?quser-,to cough,
3370,DEF,qusenrilkurtuq,he is keeping himself from coughing,
3371,POST,qavaqar-,to fall asleep,
3372,DEF,qavaqanrilkurtuq,he is keeping himself from falling asleep,
3373,POST,ngel’ar-,"to laugh’ngel’anrilkurtua I’m ’trying ’not ’to laugh’Tamaaggun ’cikuq ’aturtuarluku, ’qanikcarmun ’tut’enrilkurrluni ’ayalliniuq ’kingunermi ’tungiinun. Following ’the ’ice ’and ’keeping ’herself ’from ’stepping ’on ’the ’snow ’she ’went ’toward ’her home.",be 
3374,DEF,kainrirtuq,"he is no longer hungry’, he has satisfied his appetite",
3375,POST,nere-,to eat,
3376,DEF,nerenriraa,he isn’t eating it any more,
3377,DEF,Akutartullrunrituq kainrirniluni.,"He didn’t eat “Eskimo ice cream,” saying that he was no longer hungry.",
3381,POST,–nritar(ar)- to almost V; to not quite V; to barely keep from V-ing # < -nrite-ar(ar)pi-,to do,
3382,DEF,pinrita’artuq,he almost did’; pinritararaa he almost did it,
3383,POST,agtur-,to touch,
3384,DEF,agtunritararaa,"he almost, but not quite, touched it",
3385,POST,"A verb to noun form of this postbase is used to form the numerals nine, fourteen, and nineteen: qulngu-",to be ten,
3386,DEF,"qulngunritaraan, qulngunrita’ar",nine,
3387,POST,akimiaru-,to be fifteen,
3388,DEF,"akimiarunritaraan, akimiarunrita’ar",fourteen,
3389,POST,yuinau-,to be twenty,
3390,DEF,"yuinaunritaraan, yuinaunrita’ar",nineteen,
3391,DEF,"Ta¥gaam wanigga nallunritarallemkun qanrutekngamku camek ilasciigataqa, . . .","Now, however, because I am have related just about as much as I know — exactly to the extent of my not being ignorant (of it) –, I can’t add any more to it, . . .",‘to 
3392,DEF,qavanrituq,"he is not sleeping’, he did not sleep",
3393,POST,kitugte-,to fix,
3394,DEF,kitugtenritaa,"he isn’t fixing it’, he didn’t fix it",
3395,POST,nallu-,to not know,
3396,DEF,nallunrituq,he knows’; literally: he doesn’t not know,
3403,DEF,@~+narqe- to tend to cause V-ing’,V-ing,
3419,DEF,"Though this is a negative postbase ending in te, it is not used with the subordinative mood marker @5na- as in @ nani; instead, –nrite- is replaced by the postbase +peke- / +vke-; thus, for","(he) not leaving’, instead of saying * ayanrinani, one says ayagpek’nani or ayagpegnani, and for (he) not eating’instead ’of ",231ff) 
3423,POST,"–nru- to be more V # takes intransitive endings, or transitive endings if the verb it is used with can take transitive endings; the thing to which the subject is compared may be denoted by a noun in the localis case. Used with adjectival bases not ending in te, for which @llru- is used; < neq3-uiqtu-",to be wide,
3424,DEF,iqtunruuq,it is wider,
3425,POST,assir-,to be good,
3426,DEF,assinruuq,it is better,
3427,DEF,Qimugtet uqilanruut maqaruani.,The dogs run faster than the rabbits.’Assikenruaqa ’una ’taumi. I ’like ’this ’one ’more ’than that.’Cucukenruaqa ’ak’allaq ’nutarami. I ’prefer ,his 
3428,POST,"P Those of the following postbases that have both p and v forms use the p form with bases ending in te or a consonant, and the v form with bases ending in a vowel (unless indicated otherwise). Note that in Practical Grammar of . . . Yup’ik (Jacobson 1995), such postbase are treated not as @+p. . ./~v. . . , but as @~+(t)v. . . , where the (t) is used with consonant-final bases, and tv, whether from this (t) or base final te, becomes p. @+paa / ~vaa, @+pag / ~vag (HBC form) oh, how V!; my, how V! # used with verb bases to form (uninflectable) exclamations that refer to the speaker, the listener, or a third person or thing, depending on the context; cf. -pag/-vagcuka-",to be fast,
3429,DEF,"cukavaa, cukavag","oh, how fast!",
3430,POST,take-,to be long,
3431,DEF,takvaa,"oh, how long!",
3432,POST,ange-,to be big,
3433,DEF,angvaa,"oh, how big!",
3434,POST,assiite-,to be bad,
3435,DEF,assiipaa,"oh, how bad!",
3436,POST,kiircete-,to be hot,
3437,DEF,kiircepaa (also kiircessvaa),"oh, how hot it is!",
3438,POST,kiiryug-,to be hot,(person) 
3439,DEF,kiiryugpaa,"oh, how hot I am!",
3440,POST,angyaite-,to lack a boat,
3441,DEF,angyaipaa,"oh, the lack of a boat!’; oh, how I lack a boat!",
3442,POST,assir-,to be good,
3443,DEF,assirpaa,"oh, how nice!",
3444,POST,nengllir-,to be cold,(weather) 
3445,DEF,nengllirpaa,"oh, how cold it is!",
3446,POST,qerrute-,to be cold,(person) 
3447,DEF,qerrupaa,"oh, how cold I am!",
3448,POST,cukaite-,to be slow,
3449,DEF,cukaipaa,"oh, how slow!",
3450,POST,eqnarqe-,"to be frustrating, exasperating",
3451,DEF,eqnaqvaa,"oh, how frustrating!, how exasperating!",
3452,POST,taiyuite-,to not come,
3453,DEF,taiyuipaa,"oh, how he never comes!",
3454,POST,ellakegci-,to be good,person) 
3455,DEF,ellakegcivaa,"oh, how fine the weather is!’; oh, how pleasant he is",
3459,POST,alingnarqe-,to be scary,
3460,DEF,alingnaqvaa,"oh, how scary!’; oh my goodness",
3461,POST,qavarni-,to be sleepy,
3462,DEF,qavarnivaa,"oh, how sleepy (I am)!",
3463,POST,kaig-,to be hungry,
3464,DEF,kaigpaa,"oh, how hungry I am!",
3465,POST,taqsuqe-,to be tired,
3466,DEF,taqsuqvaa,oh! How tired I am!,
3467,POST,quyanarqe-,to cause one to be thankful,
3468,DEF,quyanaqvaa,thank you very much,
3469,POST,tangerrsaqlir-,to finally see,
3470,DEF,tangerrsaqlirpaa,"oh, seeing (you) at last!",
3471,POST,arenqiate-,to be an unfortunate but irremediable situation,
3472,DEF,arenqiapaa,"oh, dear!",
3473,POST,uuminarqe-,to be infuriating,
3474,DEF,uuminaqvaa,gosh darn it all anyway!,
3475,DEF,"If the thing to which the exclamation refers is specified by a separate noun, then that noun is in the localis case and the enclitic =lli (often shortened to =ll’) is attached to whichever of the two words (the verb with the postbase, or the noun) comes first. Kuigmi-lli (or kuigmi-ll’) et’uvaa.","Oh, how deep the river is!’Kaigpaa-lli ",‘to 
3476,DEF,"tekipaalugtuq, tekipailugtuq",he arrived’or he ’came ’for ’the ’first ’time ’in ’a ’long time,
3477,POST,tangerr-,to see,
3478,DEF,"tangerpaalugaa, tangerpailugaa",he saw her for the first time’or for ’the ’first ’time ’in ’a ’long time,
3479,POST,cali-,to work,
3480,DEF,"calivaalugtuq, calivailugtuq",he is working for the first time,time) 
3481,DEF,"–paarrluk big N # due to the HBC process of “vowel compression” the aa of this postbase sounds like a single stressed a, with gemination of the preceding p when circumstances permit (as in the third example); HBC; = -vaarrluk; < -rpak-aq2-rrluk nuna",land,
3482,DEF,nunapaarrluk,big land,
3483,DEF,enae,house,
3484,DEF,enpaarrluk,big house,
3485,DEF,angyaq,boat,
3486,DEF,angyapaarrluk,big boat,angyap’a’rrluk) 
3487,DEF,Wanigga-qa ta¥ga wii wanigga cillapaarrluum mat’um maa-i keyima wanigg’ cuk’aqaanga?,Does this big world have me as its only human?,‘to 
3488,DEF,qavapacugtuq,the poor dear one is sleeping,
3489,POST,ca-,to do what,
3490,DEF,capacugcit?,"what have you done, you poor dear?",
3494,POST,"@+pag- / ~vag-1 to V so well # used with interrogative mood endings, but forms exclamations; cf. -rrluk; > -paa/-vaa, -paalug-/ -vaalug-, -pakar-/ -vakar-, -pallag-/ -vallag-, -pallur- / -vallur-; < PE pb. va!(-) keniyu-",to cook well,
3495,DEF,keniyuvagcit,how well you cook!,
3496,POST,assir-,to be good,
3497,DEF,assirpagta,how good it is!,
3498,POST,"?pag-2 to V in a big way, intensely; to have N to a great degree # only marginally productive, this postbase attaches to various verb bases without following a consistent pattern, though the syllable preceding –pag- is usually stressed and closed. In some cases this postbase appears as ?vag-; = rpagelciar-",to burp,
3499,DEF,"ellecpagtuq, elcirpagtuq, elcirvagtuq",he burped loudly,
3500,POST,pangaleg-,to run on four legs,
3501,DEF,"pangalpagtuq, pangalvagtuq",it (animal) is running fast,
3502,POST,qaner-,to speak,
3503,DEF,qanpagtuq,he shouted out,
3504,POST,alleg-,to tear,
3505,DEF,alpagtuq,it got a big tear in it,
3506,POST,"quser-, quyer-",to cough,
3507,DEF,"quspagtuq, quypagtuq",he coughed loudly,
3508,POST,qalrir-,to make noise,
3509,DEF,"qalervagtuq, qalerpagtuq",he is bawling,
3510,POST,nunur-,to scold,
3511,DEF,nunup’agciqamken,I’ll really scold you,
3512,POST,qacarte-,to slap,
3513,DEF,"qacap’agaa, qacpagaa",he slapped it hard,
3514,POST,itegmig-,to kick,
3515,DEF,"itemvagaa, itempagaa",he kicked it hard,
3516,POST,tenglug-,to punch,
3517,DEF,"tengelpagaa, tengelvagaa",he punched her hard,
3518,POST,kaug-,to strike,
3519,DEF,"kav’agaa, ka¥g’agaa",he struck it hard,hand) 
3520,POST,qavar-,to sleep,
3521,DEF,qavap’agtuq,he is sleeping deeply or late,
3522,POST,nere-,to eat,
3523,DEF,nerep’agtuq,he ate a lot,
3524,POST,agtar-,to squirt in an arc,
3525,DEF,aggetpagtuq,it squirted in a big way,
3526,POST,miryar-,to vomit,
3527,DEF,"mirespagtuq, mirecpagtuq",he vomited a lot,
3528,POST,"ler-, neler-",to fart,
3529,DEF,"lep’agtuq, nelepagtuq",he farted loudly,
3530,POST,qager-,to explode,
3531,DEF,"qagpagtuq, qag’pagtuq",it exploded violently,
3532,POST,narulkar-,to thrust a weapon,
3533,DEF,"narulpagaa, narup’agaa",he thrust a weapon hard at it,
3534,POST,nuteq-,to shoot,
3535,DEF,nutpagaa,"he shot it, making quite a wound",
3536,POST,tuker-,to kick,
3537,DEF,tukpagtuq,it kicked hard,
3538,POST,kegge-,to bite,
3539,DEF,keggerpagaa,it bit him hard,
3540,POST,pupsug-,to pinch,
3541,DEF,"pupcepagaa, pupespagaa, pupesvagaa",he pinched her hard,
3542,POST,pucikar-,to fall forward,
3543,DEF,pucikpagtuq,"he fell hard, face forward",
3544,POST,aitaur-,to yawn,
3545,DEF,aitaupagtuq,he yawned widely,
3546,POST,ciqer-,to splash,
3547,DEF,ciqpagtuq,he intentionally splashed a lot,
3548,POST,aqessngaar-,to sneeze,
3549,DEF,aqessngaapagtuq,he sneezed loudly,
3550,POST,"cikme-, cikmir-",to close eyes,
3551,DEF,cikempagtuq,he closed his eyes tightly,
3555,POST,atmag-,to carry a load on one’s back,
3556,DEF,atempagtuq,he’s carrying a heavy load on his back,
3557,POST,milqar-,to throw at,
3558,DEF,"milpagaa, mileqpagaa",she threw something at him hard,
3559,POST,"ikuseg-, ikuyeg-",to elbow,
3560,DEF,"ikusvagaa, ikuyvagaa",he elbowed him hard,
3561,POST,cinge-,to push,
3562,DEF,cingeqpagaa,he gave it a big shove,
3563,POST,puukar-,to bump its head or bow,
3564,DEF,puukpagaa,he bumped it hard with his head,
3565,POST,iqu-,to fall over,
3566,DEF,"iqup’agtuq, iqurvagtuq",it fell hard on its side,
3567,POST,naveg-,to break,
3568,DEF,"nav’pagtuq, navpagtuq",it broke in a big way,
3569,POST,ciqume-,to crumble,
3570,DEF,ciqumpagtuq,it crumbled altogether,
3571,POST,anar-,to defecate,
3572,DEF,anap’agtuq,he defecated a lot,
3573,POST,qecir-,to spit,
3574,DEF,qecip’agtuq,he spit hard,
3575,POST,"ivyir-, ivsir-",to rain,
3576,DEF,"ivegpagtuq, ivecpagtuq",it is raining hard,
3577,POST,kitngig-,to kick with the heel,
3578,DEF,kitengpagaa,he kicked it hard with his heel,
3579,POST,canrite-,to be okay,
3580,DEF,canrilvagtuq,it’s very much okay,
3581,POST,ikayur-,to help,
3582,DEF,ikaspagaa,he’s helping him in a major way,
3583,DEF,amlek,crotch,
3584,DEF,"amelvagtuq, amelpagtuq",he took a big step,
3585,POST,atmag-,to carry on back,
3586,DEF,atempagtuq,he carrying a big load,
3587,POST,tangerr-,to see,
3588,DEF,tangvagaa,he’s looking at it,
3589,POST,tegleg-,to steal,
3590,DEF,tegel’pagtuq,he stole in a big way,
3591,DEF,qanuk,snowflace,
3592,DEF,qanugpagtuq,it is snowing hard,
3593,DEF,nenglae,cold,
3594,DEF,"nengelvagtuq, nengelpagtuq",it is very cold,
3595,DEF,kiiq,heat,
3596,DEF,"kiirpagtuq, kiirrelvagtuq",it is very hot,
3597,DEF,anuqae,wind,
3598,DEF,"anurvagtuq, anuqvagtuq, anuq’vagtuq",it is very windy,
3599,DEF,akerta,sun,
3600,DEF,akervagtuq,it is very sunny,
3601,DEF,taituk,fog,
3602,DEF,tairvagtuq,it is very foggy,
3603,DEF,ella,weather,
3604,DEF,ellarvagtuq,the weather is very bad’; it is raining hard,
3605,DEF,"pirta, pirtuk",blizzard,
3606,DEF,"pirrec’vagtuq, pirretpagtuq, pirrelvagtuq, pirtepagtuq",there is a severe blizzard,
3607,DEF,ivsuk,rain,
3608,DEF,ivegpagtuq,it’s raining hard,
3609,POST,paallag-,to fall face forward,
3610,DEF,paarvagtuq,he fell forward very hard,
3611,POST,pangaleg-,to run on four legs,
3612,DEF,pangarvagtuq,its running hard on four legs,
3613,DEF,"Aren, paarvaggaarluni mak’arrluni ciugarrluni tangerqallinia, imna tauna ciuqlillra, aren, keglunruluni a¥g’ pangarvagluni ayalria.","My, after he fell forward hard, he quickly got up, and as he lifted his head he glanced at him. My oh my, his older brother was running hard on four legs in a wolf form.",2005:426) 
3617,DEF,"{-paga- see –rpaga-} {-pagnite- see –rpagnite-} {-pagninarqe- see –rpagninarqe-} @+pakar- / ~vakar- (also –qpakar-) to V so long; to V so much # used either with in the interrogative forming a question, and meaning","to V so long’, or used in the subordinative, and meaning while in the process of V-ing’; < -pag-/-vag-?-; < PE pb. vaka3nere- to eat",
3618,DEF,ciin nervakarcit?,why do you keep eating?,
3619,POST,qavar-,to sleep,
3620,DEF,ciin qavarpakarta?,why is he sleeping so long?,
3621,DEF,Ngel’arpakarluni qiaguq.,"While laughing so much, he cried.’Ayagpakarluta ’nunanek ’tekitukut. While ’traveling ’so ’much ’we ’came ’upon ’a village.",be 
3622,DEF,tanqigpallagtuq,it flashed brightly,
3623,POST,nere-,to eat,
3624,DEF,nervallagtuq,he overate,
3625,POST,qavar-,to sleep,
3626,DEF,qavarpallagtuq,he overslept,
3627,DEF,Akwaugaq nerelqa assillruan nervallallruunga.,"Yesterday, because what I ate was good, I ate too much.",‘to 
3628,DEF,aturpallugaa,he uses it most,
3629,POST,cali-,to work,
3630,DEF,calivallugtuq,"mostly, he works",
3631,POST,{-palluk see –rpalluk} {-pau- see –rpau-} ?payagaq* little one with a big N # aitaur-,to yawn,
3632,DEF,aitaupayagaq,nestling,(lexicalized) 
3633,DEF,qamiquq,head,
3634,DEF,qamiqurpayagaq or qamiqvayagaq,goldeneye (bird),(lexicalized) 
3635,DEF,uqsuq,head,
3636,DEF,uqsurpayagaq,nickel coin,LI) 
3637,DEF,melquq,fur,
3638,DEF,mequp’ayagaq,long-haired dog,(lexicalized) 
3639,DEF,–pcuaq thing like N # non-productive; NUN qengaq,nose,
3640,DEF,qengapcuaq,limpet,
3641,DEF,nacaq,parka hood,
3642,DEF,nacapcuaq,monkshood,
3643,DEF,elqiaq,visor,
3644,DEF,elqipcuaq,eyeshade’; salute,
3648,POST,"+peke- /+vke-, +pege- / +vke- (NI, HBC, NUN form) to not V # this is a special postbase used in place of –nrite- when a subordinative mood ending such as -nani is used; the p form is used with bases ending in a consonant, while the v form is used with bases ending in a vowel, including those ending in te; see also Practical Grammar of . . . Yup’ik p. 231ff; < PY-S v0(k0) cali-",to work,
3649,DEF,calivkenani,"without working’, not working",
3650,POST,tekite-,to arrive,
3651,DEF,tekitevkenani,not arriving,
3652,POST,yurar-,to dance,
3653,DEF,"yurarpek’nani, yurarpegnani",not dancing,
3654,DEF,Nerevkenata caliukut.,We worked without eating.,
3655,DEF,?peq one at N # non-productive akuliq,one between,
3656,DEF,akulipeq,middle finger,
3657,DEF,*qa90 protoform for qai,surface,
3658,DEF,qaspeq,cloth cover parka,
3659,DEF,ilu,interior,
3660,DEF,ilupeq,undershirt,
3661,POST,"{-pi- see –rpi-} {-piaq see –pik} +pigainar-, –pigainar- to actually V (after hesitation; or surprising as it may seem) # < -pik1-inarce÷irte-",to visit,
3662,DEF,ce÷irtepigainartuq,he actually visited,
3663,POST,ayag-,to leave,
3664,DEF,"ayagpigainartuq, ayapigainartuq",he actually left,
3665,DEF,"Waten-llu qanrutpigainarciqluku, “Qanruyutet narureskuvki tuaten pilarciquten.”","He will actually tell him, “If you go against the maxims it will be that way for you.”",2003:636) 
3666,DEF,@+piineq / ~viineq incident of V-ing # this postbase apparently occurs only in the unpossessed relative plural as possessor of iliitni,"in/during one of them’, thus meaning once while one(s) was/were V-ingTua-i-ll’pivakarluni ’ayagpiinret ’iliitni ’yuilqumun, ’nernginanermini ’piqalliniuq ’ciissiq ’man’a ’ciuqerrakun ’kituryartuaral’. Then ’on ’one ’occasion ’when ’he ’was ’going ’to ’the ’wilderness ’he ’noticed ’an ’insect ’crawling ’in ’front ’of ’him ’as ’he ’was eating",he 
3670,DEF,"said to her, . . .’ (QUL 2003:368) Qelluqiarrngapiinret iliitni kingyaq’alliniuq imna tauna kaviaq agalriara keglunrem pangalegturluni tua tekitaqami kegqeryaaqaqamiu qelluqiartelallinilria.","When it became taut one time, he looked back and saw a wolf running after him, and whenever he took a nip at the fox tail hanging from his waist, he had felt its tautness.",‘to 
3671,DEF,qiaviiqnak!,"don’t cry so much!’, stop crying!",
3672,POST,alike-,to fear,
3673,DEF,alikviiqnii!,stop being scared of me!,
3674,POST,atur-,to use,
3675,DEF,aturpiiqnaku!,"don’t use it so much!’, stop using it!",
